time:0.1826004981994629, Total Loss:6.100305080413818, Segmentation Loss:0.390714555978775, Discriminative Loss:5.709590435028076
time:0.18169927597045898, Total Loss:0.04527328163385391, Segmentation Loss:0.03178544342517853, Discriminative Loss:0.013487838208675385
time:0.17271184921264648, Total Loss:0.03503459319472313, Segmentation Loss:0.02729938179254532, Discriminative Loss:0.007735212799161673
Epoch:32, Total Loss:6.028737545013428, Segmentation Loss:4.441230773925781, Discriminative Loss:1.587507963180542
time:0.17173552513122559, Total Loss:0.03300955891609192, Segmentation Loss:0.025152575224637985, Discriminative Loss:0.007856983691453934
time:0.1817319393157959, Total Loss:0.03901293873786926, Segmentation Loss:0.028455013409256935, Discriminative Loss:0.010557923465967178
time:0.17691349983215332, Total Loss:0.04142668843269348, Segmentation Loss:0.030893953517079353, Discriminative Loss:0.010532734915614128
time:0.18910479545593262, Total Loss:0.05021986365318298, Segmentation Loss:0.03767354413866997, Discriminative Loss:0.012546317651867867
time:0.18094420433044434, Total Loss:0.04576864466071129, Segmentation Loss:0.03437190130352974, Discriminative Loss:0.011396742425858974
time:0.17665767669677734, Total Loss:0.03749203309416771, Segmentation Loss:0.030029267072677612, Discriminative Loss:0.007462766021490097
Epoch:33, Total Loss:5.699994087219238, Segmentation Loss:4.282493591308594, Discriminative Loss:1.4175015687942505
time:0.18123149871826172, Total Loss:0.043554145842790604, Segmentation Loss:0.0359889455139637, Discriminative Loss:0.007565200328826904
time:0.17984962463378906, Total Loss:0.04357865825295448, Segmentation Loss:0.034928515553474426, Discriminative Loss:0.008650143630802631
time:0.18763375282287598, Total Loss:0.039805326610803604, Segmentation Loss:0.030750636011362076, Discriminative Loss:0.009054690599441528
time:0.18401169776916504, Total Loss:0.04119334742426872, Segmentation Loss:0.03150608018040657, Discriminative Loss:0.009687267243862152
time:0.18756318092346191, Total Loss:0.03805101662874222, Segmentation Loss:0.030118372291326523, Discriminative Loss:0.00793264526873827
time:0.17605280876159668, Total Loss:0.04151824861764908, Segmentation Loss:0.030975496396422386, Discriminative Loss:0.010542753152549267
Epoch:34, Total Loss:5.634171962738037, Segmentation Loss:4.3008646965026855, Discriminative Loss:1.333308219909668
time:0.1775662899017334, Total Loss:0.03672296553850174, Segmentation Loss:0.029282934963703156, Discriminative Loss:0.007440029177814722
time:0.18195557594299316, Total Loss:0.04596572369337082, Segmentation Loss:0.03706910461187363, Discriminative Loss:0.008896617218852043
time:0.17750239372253418, Total Loss:0.04350093752145767, Segmentation Loss:0.033338822424411774, Discriminative Loss:0.010162114165723324
time:0.18391084671020508, Total Loss:0.04520136117935181, Segmentation Loss:0.0358038954436779, Discriminative Loss:0.009397467598319054
time:0.17771339416503906, Total Loss:0.04600253701210022, Segmentation Loss:0.0345601923763752, Discriminative Loss:0.011442344635725021
time:0.18483877182006836, Total Loss:0.04161129891872406, Segmentation Loss:0.03257030248641968, Discriminative Loss:0.009040998294949532
Epoch:35, Total Loss:5.8178181648254395, Segmentation Loss:4.22053861618042, Discriminative Loss:1.5972814559936523
time:0.18169879913330078, Total Loss:0.04374239221215248, Segmentation Loss:0.033121995627880096, Discriminative Loss:0.01062039565294981
time:0.1715221405029297, Total Loss:0.03378857672214508, Segmentation Loss:0.024748757481575012, Discriminative Loss:0.009039817377924919
time:0.17985224723815918, Total Loss:0.04111029952764511, Segmentation Loss:0.02903357706964016, Discriminative Loss:0.012076722458004951
time:0.17172837257385254, Total Loss:0.03348017483949661, Segmentation Loss:0.025676757097244263, Discriminative Loss:0.0078034186735749245
time:0.18422985076904297, Total Loss:0.04755189269781113, Segmentation Loss:0.039486613124608994, Discriminative Loss:0.008065277710556984
time:0.17771530151367188, Total Loss:0.03660839796066284, Segmentation Loss:0.02490595169365406, Discriminative Loss:0.011702446267008781
Epoch:36, Total Loss:5.523566246032715, Segmentation Loss:4.16102409362793, Discriminative Loss:1.3625422716140747
time:0.17747998237609863, Total Loss:0.0384727418422699, Segmentation Loss:0.026812946423888206, Discriminative Loss:0.011659794487059116
time:0.1733684539794922, Total Loss:0.04361705109477043, Segmentation Loss:0.03567947819828987, Discriminative Loss:0.00793757289648056
time:0.19346928596496582, Total Loss:0.04833942651748657, Segmentation Loss:0.03857898712158203, Discriminative Loss:0.00976044125854969
time:0.18737435340881348, Total Loss:0.0545894056558609, Segmentation Loss:0.03797021135687828, Discriminative Loss:0.01661919429898262
time:0.1703965663909912, Total Loss:0.04157391935586929, Segmentation Loss:0.033303435891866684, Discriminative Loss:0.008270482532680035
time:0.17522025108337402, Total Loss:0.04171299934387207, Segmentation Loss:0.031980376690626144, Discriminative Loss:0.009732622653245926
Epoch:37, Total Loss:5.481949806213379, Segmentation Loss:4.1681623458862305, Discriminative Loss:1.3137867450714111
time:0.17761611938476562, Total Loss:0.03568115085363388, Segmentation Loss:0.025384703651070595, Discriminative Loss:0.01029644813388586
time:0.17432427406311035, Total Loss:0.03544500470161438, Segmentation Loss:0.02638174220919609, Discriminative Loss:0.009063263423740864
time:0.17769169807434082, Total Loss:0.040608834475278854, Segmentation Loss:0.030388956889510155, Discriminative Loss:0.010219876654446125
time:0.17348337173461914, Total Loss:0.037466008216142654, Segmentation Loss:0.027786316350102425, Discriminative Loss:0.009679690934717655
time:0.1785428524017334, Total Loss:0.042539045214653015, Segmentation Loss:0.032863013446331024, Discriminative Loss:0.009676030836999416
time:0.1795518398284912, Total Loss:0.037681255489587784, Segmentation Loss:0.029934365302324295, Discriminative Loss:0.007746890652924776
Epoch:38, Total Loss:5.490137100219727, Segmentation Loss:4.136096000671387, Discriminative Loss:1.3540394306182861
time:0.17116236686706543, Total Loss:0.0342281311750412, Segmentation Loss:0.025593603029847145, Discriminative Loss:0.008634529076516628
time:0.1814265251159668, Total Loss:0.03644956648349762, Segmentation Loss:0.027597632259130478, Discriminative Loss:0.008851932361721992
time:0.1799604892730713, Total Loss:0.03387107700109482, Segmentation Loss:0.024790659546852112, Discriminative Loss:0.009080417454242706
time:0.1773209571838379, Total Loss:0.03575868159532547, Segmentation Loss:0.027159327641129494, Discriminative Loss:0.008599353954195976
time:0.17723774909973145, Total Loss:0.05126919224858284, Segmentation Loss:0.04215986281633377, Discriminative Loss:0.009109328500926495
time:0.17310094833374023, Total Loss:0.03727639839053154, Segmentation Loss:0.02693808265030384, Discriminative Loss:0.010338314808905125
Epoch:39, Total Loss:5.26735258102417, Segmentation Loss:4.03355073928833, Discriminative Loss:1.2338027954101562
time:0.17382287979125977, Total Loss:0.03423664718866348, Segmentation Loss:0.027049805968999863, Discriminative Loss:0.007186843082308769
time:0.16986656188964844, Total Loss:0.03494798764586449, Segmentation Loss:0.022731324657797813, Discriminative Loss:0.012216662056744099
time:0.1813511848449707, Total Loss:0.05156648904085159, Segmentation Loss:0.044568538665771484, Discriminative Loss:0.0069979517720639706
time:0.17760252952575684, Total Loss:0.037466518580913544, Segmentation Loss:0.029223110526800156, Discriminative Loss:0.008243406191468239
time:0.17796969413757324, Total Loss:0.0339822843670845, Segmentation Loss:0.02609439566731453, Discriminative Loss:0.007887889631092548
time:0.1844620704650879, Total Loss:0.03815025836229324, Segmentation Loss:0.02848418802022934, Discriminative Loss:0.009666068479418755
Epoch:40, Total Loss:5.281914710998535, Segmentation Loss:4.00438928604126, Discriminative Loss:1.2775249481201172
time:0.1804649829864502, Total Loss:0.03461599722504616, Segmentation Loss:0.02755722589790821, Discriminative Loss:0.007058771327137947
time:0.16663503646850586, Total Loss:0.03405353054404259, Segmentation Loss:0.024766581133008003, Discriminative Loss:0.009286949411034584
time:0.1895918846130371, Total Loss:0.04153076186776161, Segmentation Loss:0.03282400220632553, Discriminative Loss:0.008706760592758656
time:0.17573857307434082, Total Loss:0.05633808299899101, Segmentation Loss:0.027224013581871986, Discriminative Loss:0.029114069417119026
time:0.18784427642822266, Total Loss:0.04096432030200958, Segmentation Loss:0.030709711834788322, Discriminative Loss:0.01025460846722126
time:0.17367863655090332, Total Loss:0.04735265672206879, Segmentation Loss:0.035373274236917496, Discriminative Loss:0.011979381553828716
Epoch:41, Total Loss:5.260591983795166, Segmentation Loss:3.9417061805725098, Discriminative Loss:1.3188848495483398
time:0.17830753326416016, Total Loss:0.038849711418151855, Segmentation Loss:0.031125884503126144, Discriminative Loss:0.007723825518041849
time:0.17171549797058105, Total Loss:0.031680431216955185, Segmentation Loss:0.02451121248304844, Discriminative Loss:0.007169218733906746
time:0.17720961570739746, Total Loss:0.03587453439831734, Segmentation Loss:0.027996821328997612, Discriminative Loss:0.0078777140006423
time:0.16881012916564941, Total Loss:0.031484466046094894, Segmentation Loss:0.023798149079084396, Discriminative Loss:0.007686317432671785
time:0.17427301406860352, Total Loss:0.036220401525497437, Segmentation Loss:0.028044594451785088, Discriminative Loss:0.008175807073712349
time:0.18881630897521973, Total Loss:0.03966173529624939, Segmentation Loss:0.031379714608192444, Discriminative Loss:0.008282020688056946
Epoch:42, Total Loss:5.174328327178955, Segmentation Loss:3.9076435565948486, Discriminative Loss:1.2666844129562378
time:0.18062686920166016, Total Loss:0.038307398557662964, Segmentation Loss:0.031094232574105263, Discriminative Loss:0.007213165517896414
time:0.17296409606933594, Total Loss:0.03143559768795967, Segmentation Loss:0.02329193986952305, Discriminative Loss:0.008143658749759197
time:0.17946648597717285, Total Loss:0.0354967825114727, Segmentation Loss:0.025443706661462784, Discriminative Loss:0.010053076781332493
time:0.17820429801940918, Total Loss:0.03812767192721367, Segmentation Loss:0.028690148144960403, Discriminative Loss:0.00943752471357584
time:0.17434978485107422, Total Loss:0.03800370171666145, Segmentation Loss:0.028030509129166603, Discriminative Loss:0.009973193518817425
time:0.18299102783203125, Total Loss:0.03638981655240059, Segmentation Loss:0.02608642727136612, Discriminative Loss:0.010303390212357044
Epoch:43, Total Loss:5.4833269119262695, Segmentation Loss:3.9085421562194824, Discriminative Loss:1.5747846364974976
time:0.18735098838806152, Total Loss:0.041743457317352295, Segmentation Loss:0.03218970447778702, Discriminative Loss:0.009553753770887852
time:0.1766819953918457, Total Loss:0.04383327066898346, Segmentation Loss:0.025193896144628525, Discriminative Loss:0.018639374524354935
time:0.18181848526000977, Total Loss:0.03738138824701309, Segmentation Loss:0.028822198510169983, Discriminative Loss:0.008559188805520535
time:0.18110179901123047, Total Loss:0.034745052456855774, Segmentation Loss:0.025670362636446953, Discriminative Loss:0.00907469168305397
time:0.16826725006103516, Total Loss:0.03233359009027481, Segmentation Loss:0.022748133167624474, Discriminative Loss:0.009585458785295486
time:0.16748476028442383, Total Loss:0.035145699977874756, Segmentation Loss:0.025885870680212975, Discriminative Loss:0.009259828366339207
Epoch:44, Total Loss:5.342860698699951, Segmentation Loss:3.900261163711548, Discriminative Loss:1.4425984621047974
time:0.17905592918395996, Total Loss:0.040214333683252335, Segmentation Loss:0.030016187578439713, Discriminative Loss:0.010198147036135197
time:0.1776289939880371, Total Loss:0.038768500089645386, Segmentation Loss:0.024611443281173706, Discriminative Loss:0.01415705680847168
time:0.17129898071289062, Total Loss:0.03867319971323013, Segmentation Loss:0.029088370501995087, Discriminative Loss:0.009584827348589897
time:0.17805933952331543, Total Loss:0.042340297251939774, Segmentation Loss:0.027355343103408813, Discriminative Loss:0.014984953217208385
time:0.17293477058410645, Total Loss:0.03334346413612366, Segmentation Loss:0.025132309645414352, Discriminative Loss:0.008211152628064156
time:0.18930506706237793, Total Loss:0.04146488010883331, Segmentation Loss:0.03311622142791748, Discriminative Loss:0.008348657749593258
Epoch:45, Total Loss:5.113042831420898, Segmentation Loss:3.865617513656616, Discriminative Loss:1.2474253177642822
time:0.1756753921508789, Total Loss:0.03057973086833954, Segmentation Loss:0.023278096690773964, Discriminative Loss:0.007301634177565575
time:0.17460131645202637, Total Loss:0.04152236506342888, Segmentation Loss:0.029225727543234825, Discriminative Loss:0.012296637520194054
time:0.1738877296447754, Total Loss:0.03963370993733406, Segmentation Loss:0.029490897431969643, Discriminative Loss:0.010142813436686993
time:0.18304085731506348, Total Loss:0.04170291870832443, Segmentation Loss:0.033851783722639084, Discriminative Loss:0.007851136848330498
time:0.1781768798828125, Total Loss:0.03707745671272278, Segmentation Loss:0.030069001019001007, Discriminative Loss:0.007008454762399197
time:0.18525266647338867, Total Loss:0.043700531125068665, Segmentation Loss:0.035871777683496475, Discriminative Loss:0.007828755304217339
Epoch:46, Total Loss:5.039383411407471, Segmentation Loss:3.8521244525909424, Discriminative Loss:1.187259554862976
time:0.18431878089904785, Total Loss:0.04056933522224426, Segmentation Loss:0.03164622187614441, Discriminative Loss:0.008923111483454704
time:0.18091416358947754, Total Loss:0.04113142937421799, Segmentation Loss:0.033257510513067245, Discriminative Loss:0.007873918861150742
time:0.1839284896850586, Total Loss:0.03558451682329178, Segmentation Loss:0.027403997257351875, Discriminative Loss:0.008180520497262478
time:0.17796015739440918, Total Loss:0.03076285682618618, Segmentation Loss:0.022207075729966164, Discriminative Loss:0.008555781096220016
time:0.16763687133789062, Total Loss:0.03232260048389435, Segmentation Loss:0.02358497865498066, Discriminative Loss:0.008737622760236263
time:0.17551732063293457, Total Loss:0.03553338348865509, Segmentation Loss:0.028304211795330048, Discriminative Loss:0.007229172624647617
Epoch:47, Total Loss:5.029300689697266, Segmentation Loss:3.8178277015686035, Discriminative Loss:1.2114733457565308
time:0.181915283203125, Total Loss:0.03438156098127365, Segmentation Loss:0.026692451909184456, Discriminative Loss:0.007689108140766621
time:0.16904950141906738, Total Loss:0.032441504299640656, Segmentation Loss:0.025328394025564194, Discriminative Loss:0.0071131088770926
time:0.17815303802490234, Total Loss:0.04661363363265991, Segmentation Loss:0.03716127574443817, Discriminative Loss:0.009452358819544315
time:0.17303872108459473, Total Loss:0.041383106261491776, Segmentation Loss:0.033090464770793915, Discriminative Loss:0.008292642422020435
time:0.17994952201843262, Total Loss:0.04050641506910324, Segmentation Loss:0.03171432763338089, Discriminative Loss:0.008792085573077202
time:0.18919920921325684, Total Loss:0.04615563154220581, Segmentation Loss:0.037932172417640686, Discriminative Loss:0.00822345819324255
Epoch:48, Total Loss:4.968602657318115, Segmentation Loss:3.817004442214966, Discriminative Loss:1.1516001224517822
time:0.1804361343383789, Total Loss:0.0429585799574852, Segmentation Loss:0.03430298715829849, Discriminative Loss:0.008655594661831856
time:0.17324399948120117, Total Loss:0.03799784928560257, Segmentation Loss:0.030938172712922096, Discriminative Loss:0.007059677038341761
time:0.1749720573425293, Total Loss:0.044648632407188416, Segmentation Loss:0.030634751543402672, Discriminative Loss:0.014013879932463169
time:0.17784762382507324, Total Loss:0.040473878383636475, Segmentation Loss:0.027882935479283333, Discriminative Loss:0.012590944766998291
time:0.17679476737976074, Total Loss:0.04142247140407562, Segmentation Loss:0.03377668187022209, Discriminative Loss:0.007645789068192244
time:0.18408536911010742, Total Loss:0.03644399344921112, Segmentation Loss:0.028835633769631386, Discriminative Loss:0.007608361542224884
Epoch:49, Total Loss:5.193414211273193, Segmentation Loss:3.8168935775756836, Discriminative Loss:1.3765228986740112
time:0.17004060745239258, Total Loss:0.032162733376026154, Segmentation Loss:0.023626167327165604, Discriminative Loss:0.0085365679115057
time:0.17994189262390137, Total Loss:0.038765110075473785, Segmentation Loss:0.025997111573815346, Discriminative Loss:0.01276799663901329
time:0.17934894561767578, Total Loss:0.03803810849785805, Segmentation Loss:0.028577616438269615, Discriminative Loss:0.009460492059588432
time:0.17961359024047852, Total Loss:0.03348330780863762, Segmentation Loss:0.025427265092730522, Discriminative Loss:0.008056043647229671
time:0.18547940254211426, Total Loss:0.03203541040420532, Segmentation Loss:0.024348823353648186, Discriminative Loss:0.007686585653573275
time:0.18130922317504883, Total Loss:0.04638255015015602, Segmentation Loss:0.03600030764937401, Discriminative Loss:0.010382242500782013
Epoch:50, Total Loss:4.9799485206604, Segmentation Loss:3.746084213256836, Discriminative Loss:1.233864426612854
time:0.17743754386901855, Total Loss:0.03655647858977318, Segmentation Loss:0.025524303317070007, Discriminative Loss:0.011032176204025745
time:0.1724543571472168, Total Loss:0.03579149395227432, Segmentation Loss:0.02617524564266205, Discriminative Loss:0.009616246446967125
time:0.1661231517791748, Total Loss:0.027853036299347878, Segmentation Loss:0.020509015768766403, Discriminative Loss:0.007344020530581474
time:0.18438148498535156, Total Loss:0.03636295720934868, Segmentation Loss:0.028484605252742767, Discriminative Loss:0.007878351956605911
time:0.18246960639953613, Total Loss:0.03707174211740494, Segmentation Loss:0.027406636625528336, Discriminative Loss:0.009665103629231453
time:0.17870068550109863, Total Loss:0.036048732697963715, Segmentation Loss:0.027197914198040962, Discriminative Loss:0.008850816637277603
Epoch:51, Total Loss:5.025667190551758, Segmentation Loss:3.6696624755859375, Discriminative Loss:1.3560031652450562
time:0.18250489234924316, Total Loss:0.04067298769950867, Segmentation Loss:0.030931226909160614, Discriminative Loss:0.009741762652993202
time:0.17316102981567383, Total Loss:0.03185455501079559, Segmentation Loss:0.02229117788374424, Discriminative Loss:0.009563376195728779
time:0.18871259689331055, Total Loss:0.03751595690846443, Segmentation Loss:0.02850368060171604, Discriminative Loss:0.00901227630674839
time:0.18199563026428223, Total Loss:0.030177466571331024, Segmentation Loss:0.022249137982726097, Discriminative Loss:0.007928328588604927
time:0.1817917823791504, Total Loss:0.036178622394800186, Segmentation Loss:0.027893146499991417, Discriminative Loss:0.00828547589480877
time:0.17991185188293457, Total Loss:0.044471967965364456, Segmentation Loss:0.03667277470231056, Discriminative Loss:0.007799191866070032
Epoch:52, Total Loss:4.887419700622559, Segmentation Loss:3.646308422088623, Discriminative Loss:1.241112470626831
time:0.18255043029785156, Total Loss:0.034543368965387344, Segmentation Loss:0.027141297236084938, Discriminative Loss:0.007402073126286268
time:0.1825273036956787, Total Loss:0.03329652175307274, Segmentation Loss:0.026594042778015137, Discriminative Loss:0.006702479440718889
time:0.1737217903137207, Total Loss:0.0337902195751667, Segmentation Loss:0.02477322518825531, Discriminative Loss:0.009016995318233967
time:0.18025898933410645, Total Loss:0.03654475882649422, Segmentation Loss:0.028277846053242683, Discriminative Loss:0.008266912773251534
time:0.1732184886932373, Total Loss:0.03195665031671524, Segmentation Loss:0.025397418066859245, Discriminative Loss:0.006559232249855995
time:0.17383217811584473, Total Loss:0.03900417312979698, Segmentation Loss:0.029551109299063683, Discriminative Loss:0.009453064762055874
Epoch:53, Total Loss:4.833563804626465, Segmentation Loss:3.671860694885254, Discriminative Loss:1.1617027521133423
time:0.17262530326843262, Total Loss:0.030228622257709503, Segmentation Loss:0.02320168912410736, Discriminative Loss:0.00702693359926343
time:0.18024277687072754, Total Loss:0.030073639005422592, Segmentation Loss:0.022010978311300278, Discriminative Loss:0.008062660694122314
time:0.18134236335754395, Total Loss:0.03787057101726532, Segmentation Loss:0.027374006807804108, Discriminative Loss:0.010496566072106361
time:0.17713546752929688, Total Loss:0.08982217311859131, Segmentation Loss:0.025040511041879654, Discriminative Loss:0.06478166580200195
time:0.18526792526245117, Total Loss:0.03917305916547775, Segmentation Loss:0.028570201247930527, Discriminative Loss:0.010602857917547226
time:0.18520903587341309, Total Loss:0.04635417461395264, Segmentation Loss:0.03783855214715004, Discriminative Loss:0.008515621535480022
Epoch:54, Total Loss:4.8548479080200195, Segmentation Loss:3.675107479095459, Discriminative Loss:1.1797385215759277
time:0.17865514755249023, Total Loss:0.03400720655918121, Segmentation Loss:0.025528647005558014, Discriminative Loss:0.00847855769097805
time:0.17121100425720215, Total Loss:0.030159976333379745, Segmentation Loss:0.023174138739705086, Discriminative Loss:0.006985836662352085
time:0.1825120449066162, Total Loss:0.03345058858394623, Segmentation Loss:0.02507707104086876, Discriminative Loss:0.00837351568043232
time:0.1787700653076172, Total Loss:0.043603502213954926, Segmentation Loss:0.035796284675598145, Discriminative Loss:0.00780721940100193
time:0.1831510066986084, Total Loss:0.032757434993982315, Segmentation Loss:0.024295587092638016, Discriminative Loss:0.008461848832666874
time:0.17655038833618164, Total Loss:0.030673440545797348, Segmentation Loss:0.02273993194103241, Discriminative Loss:0.007933507673442364
Epoch:55, Total Loss:4.863608360290527, Segmentation Loss:3.6015353202819824, Discriminative Loss:1.262073278427124
time:0.17738819122314453, Total Loss:0.038714438676834106, Segmentation Loss:0.025963185355067253, Discriminative Loss:0.012751253321766853
time:0.1760566234588623, Total Loss:0.03234570845961571, Segmentation Loss:0.025154002010822296, Discriminative Loss:0.0071917069144546986
time:0.17530226707458496, Total Loss:0.0338413380086422, Segmentation Loss:0.02604893036186695, Discriminative Loss:0.007792407181113958
time:0.18333768844604492, Total Loss:0.03263252601027489, Segmentation Loss:0.025439437478780746, Discriminative Loss:0.007193088997155428
time:0.1715848445892334, Total Loss:0.03795702010393143, Segmentation Loss:0.030864287167787552, Discriminative Loss:0.007092731073498726
time:0.17299389839172363, Total Loss:0.03372417017817497, Segmentation Loss:0.025841349735856056, Discriminative Loss:0.007882819510996342
Epoch:56, Total Loss:4.6467509269714355, Segmentation Loss:3.552011728286743, Discriminative Loss:1.0947375297546387
time:0.18198537826538086, Total Loss:0.03001791425049305, Segmentation Loss:0.02368766814470291, Discriminative Loss:0.006330246105790138
time:0.17194700241088867, Total Loss:0.026506643742322922, Segmentation Loss:0.020318690687417984, Discriminative Loss:0.0061879525892436504
time:0.17832255363464355, Total Loss:0.03638538718223572, Segmentation Loss:0.027184339240193367, Discriminative Loss:0.0092010498046875
time:0.17947888374328613, Total Loss:0.03383323550224304, Segmentation Loss:0.02591553144156933, Discriminative Loss:0.007917704060673714
time:0.18389558792114258, Total Loss:0.03261580690741539, Segmentation Loss:0.025794973596930504, Discriminative Loss:0.006820831913501024
time:0.18070125579833984, Total Loss:0.03873114287853241, Segmentation Loss:0.030732588842511177, Discriminative Loss:0.007998553104698658
Epoch:57, Total Loss:4.824059009552002, Segmentation Loss:3.5732150077819824, Discriminative Loss:1.250844120979309
time:0.17825675010681152, Total Loss:0.03238493949174881, Segmentation Loss:0.02410665526986122, Discriminative Loss:0.008278284221887589
time:0.18340253829956055, Total Loss:0.03152439743280411, Segmentation Loss:0.02492324635386467, Discriminative Loss:0.0066011506132781506
time:0.16693663597106934, Total Loss:0.03126034140586853, Segmentation Loss:0.02234126813709736, Discriminative Loss:0.00891907513141632
time:0.1777205467224121, Total Loss:0.03496912866830826, Segmentation Loss:0.027886677533388138, Discriminative Loss:0.007082452531903982
time:0.18070578575134277, Total Loss:0.03096621111035347, Segmentation Loss:0.02406766079366207, Discriminative Loss:0.006898551248013973
time:0.17821407318115234, Total Loss:0.03304199129343033, Segmentation Loss:0.025003738701343536, Discriminative Loss:0.008038250729441643
Epoch:58, Total Loss:4.639125347137451, Segmentation Loss:3.4991607666015625, Discriminative Loss:1.1399637460708618
time:0.18122649192810059, Total Loss:0.04135808348655701, Segmentation Loss:0.032039109617471695, Discriminative Loss:0.009318972006440163
time:0.17342209815979004, Total Loss:0.03145305812358856, Segmentation Loss:0.024262528866529465, Discriminative Loss:0.007190527394413948
time:0.18403029441833496, Total Loss:0.031147390604019165, Segmentation Loss:0.024065624922513962, Discriminative Loss:0.007081764750182629
time:0.17637920379638672, Total Loss:0.02888074330985546, Segmentation Loss:0.022129040211439133, Discriminative Loss:0.006751702632755041
time:0.1768662929534912, Total Loss:0.03274338319897652, Segmentation Loss:0.024867968633770943, Discriminative Loss:0.007875415496528149
time:0.17450976371765137, Total Loss:0.037203047424554825, Segmentation Loss:0.02744799666106701, Discriminative Loss:0.00975505169481039
Epoch:59, Total Loss:4.662616729736328, Segmentation Loss:3.492420196533203, Discriminative Loss:1.1701961755752563
time:0.1792900562286377, Total Loss:0.03763224184513092, Segmentation Loss:0.027381230145692825, Discriminative Loss:0.010251011699438095
time:0.18065667152404785, Total Loss:0.03056010976433754, Segmentation Loss:0.02300749532878399, Discriminative Loss:0.007552614435553551
time:0.1915733814239502, Total Loss:0.03476589545607567, Segmentation Loss:0.02731211483478546, Discriminative Loss:0.007453782018274069
time:0.18041181564331055, Total Loss:0.0385291613638401, Segmentation Loss:0.030818091705441475, Discriminative Loss:0.007711070589721203
time:0.17345881462097168, Total Loss:0.02629568986594677, Segmentation Loss:0.01958252117037773, Discriminative Loss:0.006713168695569038
time:0.18424010276794434, Total Loss:0.03361302986741066, Segmentation Loss:0.02536875754594803, Discriminative Loss:0.008244273252785206
Epoch:60, Total Loss:4.6693220138549805, Segmentation Loss:3.4764018058776855, Discriminative Loss:1.1929206848144531
time:0.17965316772460938, Total Loss:0.04031062126159668, Segmentation Loss:0.030608683824539185, Discriminative Loss:0.009701937437057495
time:0.17702627182006836, Total Loss:0.10305194556713104, Segmentation Loss:0.032705385237932205, Discriminative Loss:0.07034655660390854
time:0.17533326148986816, Total Loss:0.4363137185573578, Segmentation Loss:0.06123817712068558, Discriminative Loss:0.3750755488872528
time:0.1732034683227539, Total Loss:0.22820673882961273, Segmentation Loss:0.06386308372020721, Discriminative Loss:0.16434365510940552
time:0.16948604583740234, Total Loss:0.09454113990068436, Segmentation Loss:0.04230181500315666, Discriminative Loss:0.052239324897527695
time:0.18117141723632812, Total Loss:0.15898381173610687, Segmentation Loss:0.04202479496598244, Discriminative Loss:0.11695902049541473
Epoch:61, Total Loss:45.32094192504883, Segmentation Loss:7.0467424392700195, Discriminative Loss:38.274200439453125
